id,user_id,from_account,to_account,amount,currency,recipient_name,recipient_is_new,status,risk_score,created_at,_is_fraud
7664,338,AL4548054268500463,AL9066504826895364,1838.59,ALL,Laura Galloway,True,BLOCKED,0.968,2026-01-03 02:37:02.570026,1
7665,144,AL9951713308535045,AL2484037554256869,83.83,ALL,Maria Hunt,False,ALLOWED,0.025,2025-08-02 14:42:50.570026,0
7666,177,AL8292619383740161,AL1576638018011015,203.1,ALL,Lauren Hall,False,ALLOWED,0.194,2025-09-12 01:37:47.571041,0
7667,191,AL8513635636313408,AL2459083769190864,176.49,EUR,Dale Baldwin,True,ALLOWED,0.14,2025-06-17 02:58:44.571041,0
7668,366,AL2029442269774078,AL3959508779192915,44.74,ALL,Jeffrey Gentry,False,ALLOWED,0.211,2025-06-06 08:22:04.572041,0
7669,388,AL6398877590713267,AL2749559433871436,8.59,ALL,Miranda Turner,True,ALLOWED,0.308,2025-07-01 22:12:38.572041,0
7670,370,AL0921319132005202,AL3152886667493066,2785.01,ALL,Ryan Singh,False,ALLOWED,0.147,2025-10-10 22:31:31.573040,0
7671,172,AL3473032321917769,AL7952822883797061,65.72,EUR,Amy Wilson,False,ALLOWED,0.078,2025-09-22 22:02:42.573040,0
7672,303,AL2283606875823067,AL6826000958008115,65.0,ALL,John Jensen,False,ALLOWED,0.051,2025-11-09 22:36:25.574040,0
7673,466,AL6220078151478939,AL4346655921796434,52.69,EUR,Scott Hoover,True,ALLOWED,0.085,2026-01-25 05:39:21.574040,0
7674,456,AL4049028510458844,AL8716656956538476,28.17,EUR,Justin Maxwell,False,REQUIRE_2FA,0.311,2026-01-11 08:34:40.574040,0
7675,43,AL5223529486327329,AL6102159242072568,304.0,ALL,Danielle Gardner,False,BLOCKED,0.015,2026-01-05 13:44:38.575094,0
7676,88,AL4337297131231047,AL5223529486327329,591.43,USD,Ann Rose,False,ALLOWED,0.147,2025-07-27 02:44:19.575094,0
7677,83,AL4469833715416316,AL1923565558387997,151.28,EUR,Hunter Jones,False,ALLOWED,0.187,2026-03-29 06:44:02.576109,0
7678,14,AL1282742357698762,AL2504004780245965,2322.01,ALL,Richard Woods,False,ALLOWED,0.018,2025-07-21 10:53:40.576109,0
7679,119,AL4463180522094370,AL7183647611852119,227.19,ALL,Joel Silva,False,ALLOWED,0.101,2026-03-29 01:46:24.577112,0
7680,214,AL5232626693946684,AL2812197562089005,38.87,EUR,Nicole Vega,False,ALLOWED,0.095,2025-09-17 20:44:00.577112,0
7681,391,AL9072211189508659,AL2959968194720841,32.04,ALL,Frederick Parks,True,ALLOWED,0.138,2026-01-16 10:45:18.578108,0
7682,283,AL2921403827436532,AL2035120014676692,36.37,GBP,Adam Moore,False,ALLOWED,0.247,2025-08-13 21:17:52.578108,0
7683,335,AL9028507177842856,AL7238639352145838,413.27,ALL,Richard Martinez,False,ALLOWED,0.209,2026-04-08 00:43:17.579106,0
7684,174,AL4946117043059085,AL6675827018466621,264.17,EUR,Stephanie Cruz,False,ALLOWED,0.247,2025-12-07 17:16:54.579106,0
7685,464,AL5238297852053199,AL3684424862570722,748.07,USD,Savannah Olson,False,ALLOWED,0.068,2025-08-11 16:09:33.579106,0
7686,127,AL7987484183938542,AL2717490920758105,772.47,ALL,William Hickman,False,ALLOWED,0.232,2026-03-04 14:11:05.580169,0
7687,438,AL8205378939132963,AL6826000958008115,491.4,ALL,Kevin Dunn,False,ALLOWED,0.346,2026-05-14 16:53:38.580169,0
7688,341,AL5014669837083797,AL1266153590947437,934.6,ALL,Amy Bennett,True,ALLOWED,0.138,2026-04-06 19:19:27.581172,0
7689,212,AL9456591792247977,AL5304192401207992,302.7,ALL,Brandon Bates,False,ALLOWED,0.043,2026-04-21 23:36:37.582171,0
7690,21,AL7497267378876273,AL4556189188734818,1489.97,GBP,Jennifer Fuller,True,ALLOWED,0.211,2025-11-18 18:41:42.582171,0
7691,204,AL8032840204958783,AL7497267378876273,623.68,USD,Paige Woodward DVM,True,ALLOWED,0.141,2026-03-06 19:33:47.582171,0
7692,356,AL2658000376266174,AL5268427193370213,1215.21,USD,Denise Gonzales,False,ALLOWED,0.078,2025-10-27 20:25:52.583170,0
7693,495,AL6549896311931205,AL5800975955287277,148.41,CHF,Tiffany Holmes,False,ALLOWED,0.094,2025-07-12 14:18:40.583170,0
7694,468,AL3005311876806725,AL8423531842771007,13.8,ALL,Sean Moran,True,ALLOWED,0.018,2025-12-25 09:21:02.584170,0
7695,109,AL6182861715998453,AL2812197562089005,1158.87,ALL,Emily Williams,False,ALLOWED,0.231,2026-04-11 11:53:02.584170,0
7696,140,AL0351207883595237,AL9071856762855305,99.77,EUR,Zachary Moran,False,ALLOWED,0.054,2026-01-13 13:08:42.585169,0
7697,463,AL5512329346765982,AL6261439082066101,19.69,EUR,Kenneth Nichols,False,ALLOWED,0.221,2026-01-08 22:06:09.585169,0
7698,36,AL0255829482003903,AL1586214431159549,179.15,ALL,Tammy Arias,False,ALLOWED,0.317,2026-01-20 15:24:16.586224,0
7699,72,AL0240349059891893,AL0378135716225463,52.52,EUR,Barbara Davis,False,ALLOWED,0.072,2025-07-12 00:36:24.586224,0
7700,235,AL1508771763057003,AL8500448575366716,126.63,EUR,Alexis Dixon,False,ALLOWED,0.135,2025-06-28 08:53:01.587227,0
7701,84,AL5059429045494907,AL8716656956538476,673.39,ALL,Alan Chen,False,ALLOWED,0.286,2025-09-27 04:15:25.587227,0
7702,350,AL3152886667493066,AL8957972118523286,216.47,ALL,Amanda Bullock,True,ALLOWED,0.051,2025-10-29 05:58:28.588225,0
7703,98,AL8904297356440438,AL9079727146462666,216.74,EUR,Michael Parks,False,ALLOWED,0.301,2026-03-29 19:00:05.588225,0
7704,250,AL2749559433871436,AL6220078151478939,337.1,GBP,Michael Jackson,False,ALLOWED,0.256,2026-04-27 13:46:07.589225,0
7705,479,AL4498701466213799,AL1152216025462673,242.95,ALL,Joshua Bell,False,ALLOWED,0.339,2025-08-30 04:10:53.589225,0
7706,7,AL4764361506607470,AL8716818187171592,194.57,ALL,Melody Smith,False,ALLOWED,0.111,2025-11-08 11:53:01.589225,0
7707,182,AL4002021906317979,AL7749250254964467,818.26,EUR,Carolyn Estrada,False,ALLOWED,0.205,2025-07-27 11:19:48.590224,0
7708,409,AL5597969658809687,AL0351207883595237,1424.78,ALL,Randy Forbes,False,ALLOWED,0.025,2026-04-28 03:23:50.590224,0
7709,62,AL9079727146462666,AL2335373431622796,531.26,GBP,Jeffrey Taylor,False,ALLOWED,0.03,2026-03-06 07:42:24.591224,0
7710,350,AL3152886667493066,AL6970003393082978,218.83,ALL,Brett Swanson,False,ALLOWED,0.344,2025-09-11 08:04:19.591224,0
7711,98,AL8904297356440438,AL5800975955287277,361.05,EUR,Margaret Underwood,True,ALLOWED,0.229,2025-06-09 20:28:37.592271,0
7712,38,AL1606347485962745,AL4337297131231047,8060.47,USD,Luis Huerta,False,ALLOWED,0.339,2026-03-02 22:04:12.592271,0
7713,8,AL5201944470024644,AL7481322331758710,402.96,ALL,Ashley Thompson,False,ALLOWED,0.057,2026-04-28 01:24:00.593273,0
7714,259,AL0288015697206595,AL9465638265503056,69.27,CHF,George Cervantes,False,ALLOWED,0.038,2025-05-28 20:19:33.593273,0
7715,100,AL3951129196983812,AL9995288961548330,2944.47,EUR,Christopher Hayes,False,ALLOWED,0.091,2026-05-05 16:14:10.594273,0
7716,452,AL5588030362145702,AL9514753302629054,298.25,ALL,Tanya Marshall,True,ALLOWED,0.267,2026-01-06 02:53:15.594273,0
7717,326,AL6873836500199490,AL4163582684944868,3184.67,EUR,Jennifer Mullins,False,ALLOWED,0.018,2025-12-15 05:46:36.594273,0
7718,374,AL4389973728240035,AL3155042175679868,545.85,ALL,Cody Espinoza,False,ALLOWED,0.018,2025-11-03 16:41:02.595272,0
7719,486,AL8948617367998544,AL7749250254964467,15.24,USD,Dawn Wells,False,ALLOWED,0.281,2026-01-06 01:01:15.595272,0
7720,294,AL6535026301830754,AL9626592991150249,247.99,EUR,Adrian Acosta,False,ALLOWED,0.189,2026-04-01 01:40:28.596286,0
7721,372,AL1586214431159549,AL0247325020545638,816.26,ALL,John Glover,False,ALLOWED,0.014,2026-02-21 21:31:21.596286,0
7722,36,AL0255829482003903,AL0295923135837629,66.33,USD,Steven Ramos,False,HELD,0.317,2025-07-18 00:32:06.597341,0
7723,222,AL8485568150488235,AL4996662800688633,531.31,ALL,Elijah Hill,True,REQUIRE_2FA,0.05,2025-08-19 12:10:27.597341,0
7724,325,AL9878769349321258,AL6224271835137215,902.65,EUR,Jacqueline Krause,False,ALLOWED,0.281,2025-07-10 16:52:33.598359,0
7725,77,AL8728027378009554,AL0309721047583242,88.05,ALL,Michele White,True,ALLOWED,0.143,2025-09-21 01:51:21.598359,0
7726,308,AL9286916030486343,AL3450442343955290,172.06,EUR,Jessica Oliver,False,ALLOWED,0.329,2025-11-16 09:12:01.599355,0
7727,13,AL5639529940551681,AL0223946649207628,46.39,EUR,Kelsey Hess,False,ALLOWED,0.268,2026-03-26 16:14:00.599355,0
7728,270,AL5854985146256057,AL4227816437274078,5.6,ALL,Justin Martin,False,ALLOWED,0.199,2026-01-09 04:12:41.600354,0
7729,450,AL5707126031272020,AL9317111895666597,85.34,ALL,Christopher Johnson,False,ALLOWED,0.146,2026-04-26 19:59:01.600354,0
7730,128,AL5970325292519973,AL5323666606865274,455.31,ALL,Ralph Goodman,False,ALLOWED,0.222,2026-02-05 19:43:55.601357,0
7731,94,AL8626212210954924,AL5914936172586413,38.51,EUR,Joseph Lewis,False,ALLOWED,0.254,2026-04-21 12:57:06.601357,0
7732,247,AL9066504826895364,AL2717490920758105,98.92,ALL,Todd Williams,False,ALLOWED,0.029,2026-01-28 12:17:36.602411,0
7733,436,AL4366343000454923,AL4548054268500463,294.87,USD,Victoria Conrad,True,ALLOWED,0.096,2026-04-08 16:18:29.602411,0
7734,90,AL8181314728669439,AL5346328460081794,432.71,ALL,Glen Ward,False,BLOCKED,0.708,2026-01-19 05:31:12.603426,1
7735,187,AL5424093794841019,AL4366343000454923,231.41,EUR,William Scott PhD,False,REQUIRE_2FA,0.339,2025-08-03 10:40:58.603426,0
7736,83,AL4469833715416316,AL0255829482003903,202.43,EUR,Carlos Chambers,False,ALLOWED,0.049,2025-10-30 01:18:10.604425,0
7737,423,AL6881365415705959,AL3450442343955290,3707.66,EUR,Brandi Gray,False,ALLOWED,0.118,2026-02-19 20:00:29.604425,0
7738,427,AL6773916170236023,AL1738796513830256,2033.77,GBP,James Day,False,ALLOWED,0.046,2025-10-10 10:01:42.604425,0
7739,472,AL0059079487286056,AL2723583401008880,6776.8,EUR,Gregory Rodriguez,True,HELD,0.708,2025-09-24 17:41:37.605425,1
7740,42,AL1637086429343241,AL3778797978895793,6.51,ALL,Julie Montgomery,False,ALLOWED,0.173,2025-07-29 02:06:46.605425,0
7741,485,AL9776363627572781,AL5011905309087718,265.73,ALL,Mrs. Deanna Greene,True,ALLOWED,0.122,2026-04-08 10:04:35.606424,0
7742,214,AL5232626693946684,AL4476269496990818,7.41,CHF,Darren Thompson,False,BLOCKED,0.103,2025-12-17 09:58:01.606424,0
7743,453,AL6772896986481589,AL0950112363722238,4563.27,ALL,Alexis Jenkins,False,HELD,0.055,2025-11-02 23:16:02.607479,0
7744,316,AL6817158018065388,AL1104029890661949,1036.2,EUR,Robert Fernandez,False,ALLOWED,0.123,2025-05-31 20:35:03.607479,0
7745,77,AL8728027378009554,AL1152216025462673,128.67,ALL,Olivia Green,False,ALLOWED,0.309,2025-10-11 18:23:31.608493,0
7746,275,AL4177023708318019,AL4831301077647195,209.61,ALL,Jerry Cole,True,ALLOWED,0.035,2025-09-30 05:18:49.608493,0
7747,421,AL1264174169513599,AL3584313119048911,1128.18,EUR,Meghan Velasquez,False,ALLOWED,0.348,2025-08-07 15:58:35.609492,0
7748,344,AL5281876842194839,AL5934520216038566,301.49,ALL,Barry Boone,False,ALLOWED,0.243,2026-04-13 23:57:07.609492,0
7749,446,AL0618407743091856,AL8054410347422649,133.28,USD,Keith Bates,False,REQUIRE_2FA,0.001,2025-08-02 17:28:58.610492,0
7750,43,AL5223529486327329,AL0872372466912952,179.96,ALL,Jonathan Arroyo,False,ALLOWED,0.157,2026-04-01 15:14:03.610492,0
7751,104,AL7104564593454995,AL4946117043059085,2391.22,ALL,Melissa Morgan,False,ALLOWED,0.019,2025-12-06 10:12:07.611491,0
7752,384,AL4482303058499055,AL3265399169401691,895.18,ALL,Rebecca Stein,False,ALLOWED,0.011,2026-03-06 21:24:53.611491,0
7753,132,AL0900470223932111,AL5207510933639632,324.66,USD,Zachary Haney,False,ALLOWED,0.132,2025-06-21 01:32:02.612544,0
7754,423,AL6881365415705959,AL6549896311931205,1533.7,EUR,Matthew Lutz,False,HELD,0.252,2026-01-27 11:24:56.612544,0
7755,246,AL4086020907558810,AL8826055398022857,2916.09,ALL,Jason Jones,False,ALLOWED,0.196,2025-09-06 20:39:23.612544,0
7756,442,AL5818486170288030,AL8867461550573522,93.86,GBP,Angela Price,False,ALLOWED,0.338,2025-10-11 00:16:17.613559,0
7757,53,AL0241183557728384,AL2745714042922012,730.61,ALL,Clayton Elliott,True,ALLOWED,0.306,2025-07-14 21:29:05.613559,0
7758,410,AL3817993027163765,AL4498701466213799,738.56,EUR,John Smith,False,BLOCKED,0.254,2025-09-15 17:37:33.614558,0
7759,396,AL7690952379396158,AL0815969333364743,124.72,EUR,Anthony Morales,False,ALLOWED,0.15,2025-06-03 19:34:22.614558,0
7760,471,AL5477814646631988,AL3155042175679868,172.91,ALL,Melanie Black,False,ALLOWED,0.14,2025-12-26 03:43:24.615558,0
7761,32,AL4957400228886564,AL3458925061061417,103.03,ALL,Rebecca Hill,False,ALLOWED,0.036,2025-05-27 06:35:12.615558,0
7762,151,AL7238639352145838,AL5913097247952666,93.24,EUR,Melanie Anderson,True,ALLOWED,0.164,2026-01-19 02:59:22.616558,0
7763,47,AL7045123698100512,AL4860845960140171,405.72,ALL,Brooke Davis,False,HELD,0.003,2025-09-16 03:32:02.616558,0
7764,354,AL4860845960140171,AL4987087358950660,2753.34,USD,Morgan Collins,True,BLOCKED,0.003,2026-01-30 12:53:57.617607,0
7765,139,AL8500448575366716,AL3547957584349610,433.34,ALL,Todd Baker,False,ALLOWED,0.06,2026-04-19 09:03:34.617607,0
7766,234,AL3547957584349610,AL2053557565663273,117.17,ALL,Aaron White,False,HELD,0.182,2025-11-27 19:51:20.618622,0
7767,29,AL2723583401008880,AL5014669837083797,3273.56,ALL,Jonathan Jackson,True,ALLOWED,0.129,2025-11-03 11:14:26.618622,0
7768,229,AL1376258103638853,AL8264178511455252,306.46,EUR,Jeffery Sanchez,False,ALLOWED,0.119,2025-06-09 05:43:37.618622,0
7769,408,AL2650437396148277,AL8957972118523286,191.12,ALL,Michael Glass,False,ALLOWED,0.194,2025-10-27 13:24:14.619625,0
7770,141,AL3592912308838788,AL9394642792727747,117.92,EUR,Laura Barrett,True,ALLOWED,0.231,2026-05-02 19:53:56.619625,0
7771,348,AL0950112363722238,AL7688245904227279,118.85,ALL,Beverly Jones,False,ALLOWED,0.301,2026-02-17 23:27:04.620625,0
7772,22,AL7641369078941288,AL7684004291821214,694.21,ALL,William Smith,False,HELD,0.145,2026-01-12 07:54:08.620625,0
7773,181,AL1152216025462673,AL3684424862570722,2099.24,ALL,Morgan Juarez,True,BLOCKED,0.677,2025-08-03 12:38:55.621620,1
7774,51,AL0309721047583242,AL7641369078941288,196.7,ALL,James Jackson,False,REQUIRE_2FA,0.267,2026-01-12 16:45:04.621620,0
7775,359,AL8875240244092544,AL4764361506607470,402.08,ALL,Roy Kim,False,ALLOWED,0.139,2025-11-05 12:11:58.622673,0
7776,365,AL5955631583882574,AL8435729469417049,62.7,ALL,Stephen Steele,False,ALLOWED,0.277,2026-01-28 20:19:08.622673,0
7777,218,AL6907742368656060,AL5281876842194839,342.37,ALL,Gregory Williams,False,ALLOWED,0.2,2025-07-18 17:23:52.622673,0
7778,49,AL3487686345076757,AL6970003393082978,71.44,ALL,Daniel Rivera,False,ALLOWED,0.123,2026-03-15 18:33:19.623690,0
7779,291,AL7959129162343895,AL0309721047583242,248.04,EUR,Larry Pham,False,ALLOWED,0.061,2026-02-18 00:31:34.623690,0
7780,114,AL4892611386421211,AL3964002275959537,515.16,ALL,Melanie Jordan,False,ALLOWED,0.056,2025-07-25 18:25:40.624689,0
7781,395,AL7543609525815585,AL6182861715998453,1190.8,ALL,Steven Reynolds,False,REQUIRE_2FA,0.301,2026-03-25 18:08:52.624689,0
7782,353,AL3631544492250155,AL9309627927756299,99.53,ALL,Mary Archer,True,ALLOWED,0.178,2025-07-17 20:57:07.625689,0
7783,201,AL8123387558421364,AL6970003393082978,34.86,ALL,Jasmine Mills,False,ALLOWED,0.196,2025-06-18 15:06:17.625689,0
7784,94,AL8626212210954924,AL5912401377006372,33.91,ALL,David Day,False,ALLOWED,0.035,2026-03-22 10:42:30.626692,0
7785,420,AL5800975955287277,AL2745714042922012,155.05,USD,Whitney Mathis,False,ALLOWED,0.31,2025-12-09 12:38:33.626692,0
7786,84,AL5059429045494907,AL6883031519629741,251.68,ALL,Michael Mcfarland,False,HELD,0.226,2025-10-07 17:59:35.627745,0
7787,409,AL5597969658809687,AL9865317064795543,1621.47,EUR,Nicole Day,False,ALLOWED,0.14,2025-10-13 17:49:06.627745,0
7788,165,AL6629504935678155,AL3074916154468381,21.75,ALL,Lori Joseph,False,ALLOWED,0.157,2026-02-23 09:06:34.628761,0
7789,498,AL4173802254159124,AL1923565558387997,863.49,GBP,Jason Ferguson,True,ALLOWED,0.821,2026-05-18 18:41:56.628761,1
7790,244,AL5268427193370213,AL5914936172586413,121.28,ALL,Curtis Moon,True,ALLOWED,0.167,2026-02-14 12:43:54.629761,0
7791,493,AL0875531060175421,AL5923479047082596,259.76,EUR,Debbie Hall,False,ALLOWED,0.247,2025-07-03 06:19:10.629761,0
7792,48,AL9149590073544907,AL8552094260024313,74.81,ALL,Kevin Garcia,False,ALLOWED,0.095,2025-05-25 18:52:53.630765,0
7793,288,AL2344113978145443,AL4676687842265029,278.0,ALL,Rachel Lynch,False,ALLOWED,0.053,2025-06-25 02:01:05.630765,0
7794,307,AL5882176351772430,AL6697057448664259,224.19,GBP,Patricia Brown,False,ALLOWED,0.061,2025-08-02 10:36:01.630765,0
7795,14,AL1282742357698762,AL7414851194630463,1829.03,ALL,Kelsey Jones,False,ALLOWED,0.027,2025-11-27 03:25:39.631762,0
7796,83,AL4469833715416316,AL5688153759461913,223.72,ALL,Joseph Smith,False,ALLOWED,0.078,2025-06-02 09:31:52.631762,0
7797,101,AL0648364597447314,AL1738796513830256,151.35,EUR,Brian Wilson,False,ALLOWED,0.309,2026-01-27 02:43:13.632809,0
7798,238,AL0479568929591086,AL0225025366982665,83.07,CHF,Ashley Black,False,ALLOWED,0.316,2025-12-27 11:24:38.632809,0
7799,441,AL3684424862570722,AL7404409234877288,138.59,ALL,Christopher Klein,True,ALLOWED,0.069,2025-07-07 19:52:06.632809,0
7800,301,AL5310360952919234,AL2036733768989433,73.24,ALL,Lisa Meza,False,ALLOWED,0.184,2025-11-21 20:25:01.633828,0
7801,250,AL2749559433871436,AL8048489403245413,200.5,ALL,Jacob Jarvis,False,ALLOWED,0.006,2026-01-08 22:53:23.633828,0
7802,404,AL6736029582299838,AL0250885306576117,114.78,ALL,Jennifer Freeman,False,ALLOWED,0.134,2025-10-17 20:08:35.634825,0
7803,141,AL3592912308838788,AL6494119192036476,2205.07,ALL,Eric Morgan,False,BLOCKED,0.811,2026-04-03 10:39:35.634825,1
7804,399,AL2241515611872829,AL2921403827436532,87.44,ALL,Wesley Oconnor,False,ALLOWED,0.014,2025-11-26 13:42:39.635823,0
7805,169,AL6727681682707610,AL6801368954404527,133.14,ALL,Mary Thompson,False,REQUIRE_2FA,0.182,2026-02-16 09:31:02.635823,0
7806,59,AL5579341643644421,AL5560316057920700,353.24,ALL,Jacqueline Hunt,True,ALLOWED,0.253,2025-09-20 04:50:40.636823,0
7807,9,AL5135316612267797,AL7128929971269842,552.26,ALL,Aaron Gibson,False,ALLOWED,0.267,2025-12-31 20:39:22.636823,0
7808,262,AL3525145546522697,AL3584313119048911,4109.47,EUR,Matthew Jones,True,BLOCKED,0.602,2026-03-26 17:54:43.637873,1
7809,370,AL0921319132005202,AL6817158018065388,1990.08,ALL,Anna Davis,True,ALLOWED,0.243,2026-02-12 12:46:24.637873,0
7810,373,AL2614974909389667,AL0921319132005202,57.46,USD,Brandon Brock,False,ALLOWED,0.13,2025-12-16 06:29:07.638889,0
7811,41,AL4115314639759410,AL4227816437274078,682.26,ALL,Shari Crane,True,BLOCKED,0.313,2025-11-09 01:57:02.638889,0
7812,444,AL7414851194630463,AL1104029890661949,155.92,CHF,Taylor Rowe,False,ALLOWED,0.226,2025-06-29 02:56:01.639888,0
7813,175,AL3787539244757938,AL0309721047583242,188.93,EUR,Joseph Maldonado,False,ALLOWED,0.295,2026-04-28 17:29:27.639888,0
7814,445,AL6102159242072568,AL7263772642590985,5.33,ALL,Hannah Patton,False,ALLOWED,0.167,2026-01-27 01:44:24.639888,0
7815,142,AL4106679487280596,AL8709161166638083,293.89,ALL,Jose Reyes,False,ALLOWED,0.226,2026-05-04 11:27:18.640891,0
7816,326,AL6873836500199490,AL4774448323131070,1688.59,ALL,Kevin Cook,False,ALLOWED,0.301,2025-07-30 13:48:36.640891,0
7817,470,AL1143903729799147,AL6220078151478939,142.82,ALL,Kathy Perez,False,ALLOWED,0.147,2025-10-14 15:25:14.641887,0
7818,481,AL0288108158753768,AL2750056111505446,216.87,EUR,Carrie Jacobson,False,REQUIRE_2FA,0.005,2025-09-06 01:20:17.641887,0
7819,422,AL9387887717076763,AL7276536999253998,283.19,ALL,Robert Campbell,False,ALLOWED,0.32,2026-02-12 01:37:58.642939,0
7820,235,AL1508771763057003,AL4227816437274078,422.59,EUR,Lisa Smith,False,ALLOWED,0.335,2025-08-30 07:59:34.642939,0
7821,141,AL3592912308838788,AL7918018796655528,1.65,ALL,Angela Wu,False,ALLOWED,0.236,2026-03-17 04:35:13.643957,0
7822,442,AL5818486170288030,AL7952822883797061,39.7,USD,Lindsay Sanchez,False,ALLOWED,0.101,2025-08-31 19:08:46.643957,0
7823,419,AL2745714042922012,AL3450442343955290,951.8,ALL,Cody Ward,False,ALLOWED,0.183,2026-01-05 06:09:23.643957,0
7824,395,AL7543609525815585,AL8310318999534284,1181.87,ALL,Michelle Figueroa,True,ALLOWED,0.187,2025-09-15 14:44:03.644957,0
7825,235,AL1508771763057003,AL4811885093988665,339.18,ALL,Aaron Porter PhD,False,ALLOWED,0.087,2026-05-21 11:57:57.644957,0
7826,57,AL5426705922803471,AL0452562849037829,670.82,ALL,Ashley Garcia,True,ALLOWED,0.283,2026-02-01 20:37:18.645957,0
7827,181,AL1152216025462673,AL4892611386421211,160.67,USD,Edward Garrett,False,ALLOWED,0.267,2025-10-04 10:41:23.645957,0
7828,224,AL1813681283270888,AL8226618180777647,378.08,ALL,Rebecca Henry,False,ALLOWED,0.35,2025-10-01 08:46:42.646952,0
7829,268,AL6707378220674134,AL4251864575899673,739.14,ALL,Ronnie Adams,False,ALLOWED,0.001,2025-12-24 08:57:44.646952,0
7830,42,AL1637086429343241,AL6637737987782713,24.16,ALL,Scott Jackson,False,ALLOWED,0.062,2026-04-09 04:09:27.648009,0
7831,499,AL5535445631241192,AL1825012558170211,533.38,ALL,George Nunez,True,HELD,0.034,2025-08-11 02:43:16.648009,0
7832,315,AL1482903361262883,AL6102159242072568,502.29,ALL,Ariel Sexton,False,ALLOWED,0.238,2025-12-03 06:30:14.648009,0
7833,379,AL5618450852330988,AL7952822883797061,677.29,CHF,Brooke Brown,True,ALLOWED,0.293,2025-08-19 18:20:10.649028,0
7834,11,AL8077320992010881,AL0378135716225463,205.27,ALL,Brian Johnson,False,ALLOWED,0.291,2025-12-11 21:15:33.650024,0
7835,69,AL6224271835137215,AL1042075944803728,92.26,ALL,Willie Vasquez,False,ALLOWED,0.33,2026-03-04 04:39:35.650024,0
7836,96,AL1923565558387997,AL4124883359921731,351.94,EUR,Angela Williams,True,ALLOWED,0.092,2025-09-22 13:22:11.650024,0
7837,46,AL8152171660175192,AL8962924852036721,254.44,ALL,Stacey Adams,False,ALLOWED,0.174,2026-01-09 00:36:08.651026,0
7838,406,AL8894111953415470,AL4860845960140171,2145.18,USD,John Williams,True,ALLOWED,0.159,2025-12-17 23:59:01.651026,0
7839,208,AL9482632243231931,AL6143407400565778,751.83,ALL,Susan Johnson,False,ALLOWED,0.058,2026-04-25 18:06:27.652023,0
7840,358,AL3078138098116050,AL0225025366982665,4726.68,ALL,Julie Hall,True,REQUIRE_2FA,0.626,2025-08-24 18:59:16.652023,1
7841,179,AL8131430080794379,AL9387887717076763,58.32,USD,Bobby Carpenter,False,REQUIRE_2FA,0.106,2026-01-19 18:14:46.653090,0
7842,357,AL3857998999611738,AL9995288961548330,319.29,EUR,Adam Scott,True,ALLOWED,0.331,2025-12-30 15:04:32.653090,0
7843,61,AL4650547896341988,AL9350959335857277,172.89,ALL,Lori Holt,False,ALLOWED,0.228,2025-08-09 21:24:12.654105,0
7844,161,AL3696425360173454,AL0648364597447314,978.48,ALL,Kevin Sanchez,True,HELD,0.981,2025-10-02 23:45:11.654105,1
7845,441,AL3684424862570722,AL0487687681827940,455.93,ALL,Brandi Harris,False,ALLOWED,0.132,2025-06-02 00:09:58.655105,0
7846,272,AL1914468575412403,AL6122363356089656,150.92,ALL,Shannon Richardson,False,ALLOWED,0.164,2026-02-25 10:39:45.655105,0
7847,122,AL8730940994700261,AL5268427193370213,447.13,EUR,Robert Morton,False,ALLOWED,0.081,2026-02-13 01:44:25.656103,0
7848,419,AL2745714042922012,AL0646805845490888,745.04,ALL,Karen Wilcox,False,ALLOWED,0.148,2026-02-24 09:13:42.656103,0
7849,197,AL4379845475443564,AL5913097247952666,148.57,ALL,Alexandra Perez,False,ALLOWED,0.294,2025-10-30 09:03:34.657103,0
7850,426,AL5167530664775084,AL0487701221917562,115.82,ALL,William Gates,False,ALLOWED,0.298,2025-10-06 11:44:07.657103,0
7851,143,AL0295923135837629,AL6102159242072568,1205.3,EUR,Tricia Holt,False,ALLOWED,0.038,2025-10-06 17:06:22.657103,0
7852,293,AL8466375327218367,AL9333306022275939,255.96,EUR,Bryan Miller,False,ALLOWED,0.044,2026-01-13 23:38:30.658154,0
7853,496,AL6617785746678077,AL0235257801096575,303.55,ALL,Monica Olsen,False,HELD,0.079,2025-05-31 16:32:24.658154,0
7854,29,AL2723583401008880,AL5238297852053199,72329.62,EUR,Joe Lopez,True,BLOCKED,0.903,2025-11-21 17:59:46.659169,1
7855,73,AL5364448639897373,AL7238639352145838,48.7,ALL,Christine Smith,False,HELD,0.279,2025-10-24 01:48:16.659169,0
7856,386,AL4830827750964877,AL6550573603492249,94.29,ALL,Crystal Curtis,False,ALLOWED,0.333,2026-02-28 12:17:13.660168,0
7857,340,AL0435994614669499,AL7414851194630463,235.5,ALL,Zachary Walker,False,ALLOWED,0.208,2026-04-18 16:07:36.660168,0
7858,89,AL4889573470705444,AL1514310591428492,5553.79,ALL,Barbara Figueroa,True,BLOCKED,0.754,2025-12-30 19:19:03.661171,1
7859,496,AL6617785746678077,AL7749250254964467,428.8,USD,Krista Lucas,False,ALLOWED,0.223,2025-12-25 15:46:16.661171,0
7860,488,AL0223946649207628,AL8181314728669439,82.66,EUR,Jill Ayala,False,ALLOWED,0.245,2025-10-20 03:28:13.662159,0
7861,155,AL5880721503525471,AL3857998999611738,69.33,EUR,Dr. Matthew Reed,False,ALLOWED,0.319,2026-02-21 02:16:59.662159,0
