id,name,email,password_hash,role,home_country,home_city,trust_score,average_transaction_amount,account_number,balance,created_at,updated_at
314,Shannon Brown,courtneythomas@example.org,dff16aca5b8cc43b1e29876c68b18e5e23b98051a22900eefe194a2bcafee364,CUSTOMER,AL,Vlorë,69.1,515.38,AL8858348374226437,215.32,2025-01-06 15:35:44.392729,2025-01-06 15:35:44.392729
315,Kenneth Rodriguez,zacharycruz@example.org,e90da8187bc4d892723b735dcb115fbea85d38f1bfea94c58ce16c8e1c79ea1f,CUSTOMER,AL,Shkodër,71.7,621.83,AL1482903361262883,428.4,2024-12-12 13:04:21.392729,2025-02-18 13:04:21.392729
316,Julia Burns,burkerichard@example.com,ed3ee0a2f30adad75b8d55c9137e9cf0ae1a56119706b98e5ab916bb155ae8f0,CUSTOMER,AL,Shkodër,84.6,818.66,AL6817158018065388,1012.89,2025-01-08 20:38:20.393728,2025-03-14 20:38:20.393728
317,John Fernandez,beckercurtis@example.net,fbe0a2c91e4d6a21e160bab964c1b444cef6091eb40b64177237314c347da6f9,CUSTOMER,RS,Belgrade,33.4,104.66,AL7749250254964467,2533.04,2025-03-02 23:16:07.394808,2025-06-24 23:16:07.394808
318,Paul White,bfields@example.net,bf2ea0dbe9f12016cb2eb64f1d83582f2f44a7c38047a96ff984240331208435,CUSTOMER,DE,Hamburg,49.3,206.83,AL0284955450045542,4146.56,2026-04-16 12:14:33.394808,2026-09-04 12:14:33.394808
319,Elizabeth Ortega,davidsimpson@example.com,c5a8616f3fd65795120bdfe3e9693a646268d8e443050e1887917b8a8fbe9669,CUSTOMER,FR,Bordeaux,45.9,547.16,AL9064235616908637,1860.55,2026-02-23 08:49:34.395811,2026-03-11 08:49:34.395811
320,Kayla Whitaker,summersteresa@example.com,8b8ef0ebf8d0e6314eea8357da5e6c96108c454914b08862db84070f57128733,CUSTOMER,AL,Vlorë,96.1,582.84,AL2174015131767032,7758.99,2026-03-12 19:58:11.396808,2026-07-14 19:58:11.396808
321,Benjamin Hudson,carrie91@example.com,abb6cf420d36ca17122afcf85578acd8c0372fb2e6e8be410ec27c5b78d0d7a0,CUSTOMER,DE,Hamburg,68.5,116.29,AL3292797711777450,779.37,2024-11-25 15:20:29.398826,2024-12-20 15:20:29.398826
322,Theodore Mcdonald,vanessacarpenter@example.net,b134ecb6884d88d51c304f08f296492cc61b1d06c586e6f0a963f61c2da5881d,CUSTOMER,AL,Vlorë,67.8,508.85,AL8636525695195273,14349.52,2026-01-22 01:58:57.399895,2026-04-06 01:58:57.399895
323,Sarah Campbell,pbarajas@example.org,682bb490eeee4ff082291e2a3f3e756a552a29c43e3c8c11a90f3f62e95ffee5,CUSTOMER,AL,Tirana,65.7,366.86,AL1825012558170211,2145.51,2025-01-28 10:23:49.401913,2025-06-10 10:23:49.401913
324,Bradley Stewart,noahnelson@example.com,ec288ac2fe0241afe415aedd6e4fdb4fbdcf752170e44f38e147c71051a40cef,CUSTOMER,AL,Elbasan,84.4,450.76,AL9487066578539966,1961.07,2024-09-02 06:04:18.402909,2024-09-22 06:04:18.402909
325,Brittany Mcclain,danieljones@example.com,71f89537afb482b6f94396d5823603bac75891064ff7fee4b9ef92947ebd4cd9,CUSTOMER,US,New York,59.3,1484.06,AL9878769349321258,374.53,2025-09-19 04:13:40.403908,2026-02-19 04:13:40.403908
326,Joseph Alvarez,jennifermarsh@example.com,a2a2299c49f0bc693ab3d357b7f371348499a38d83fd4b150f3078aeb746020e,CUSTOMER,AL,Tirana,78.8,1858.99,AL6873836500199490,610.23,2024-08-04 03:28:18.404972,2025-02-13 03:28:18.404972
327,Charles Baker,beckyhughes@example.org,dc3cb249e9202e7ddb62f4c6538fef1553b4687d0db0b30ca30c87c74004ccbf,CUSTOMER,AL,Vlorë,38.5,216.32,AL0060293739846493,54.93,2024-11-14 17:02:17.405975,2025-03-22 17:02:17.405975
328,Shawn Lynch,daniel02@example.net,6aea6f440b0439b626a07e9b1dda29933070292570b5397ca6c2efcabc20f03c,CUSTOMER,GB,Leeds,66.8,754.16,AL7653780398914185,100.54,2025-08-20 00:33:54.406975,2025-10-07 00:33:54.406975
329,Joseph Taylor,wrightoscar@example.net,0fc792659bf9748becc730822ada101e95ae1fa6a431c02d661478e4af12010a,CUSTOMER,TR,Istanbul,46.2,392.33,AL8716656956538476,950.28,2025-08-28 22:21:46.406975,2026-01-22 22:21:46.406975
330,Gary Santiago,kaitlin94@example.com,065fcf98a7b4e999ebadee23090661efb210eaf14a271d93c75ca9084d94d580,CUSTOMER,AL,Shkodër,72.7,112.61,AL0665745672342333,295.11,2025-03-24 01:37:38.407974,2025-06-14 01:37:38.407974
331,Rodney Perry,rsmith@example.net,503bfc19bebcb6e6db07e38d211e5f8837499eb9c508455c8156726d0a01c8e0,CUSTOMER,TR,Ankara,77.4,30.55,AL5736828336652098,722.06,2024-11-29 04:43:01.407974,2025-05-24 04:43:01.407974
332,Johnny Burton,laurenreynolds@example.org,6bcd31e7555afb1500233f2d070576457d266093081d4ae94c11ee0151abbad0,CUSTOMER,AL,Shkodër,45.8,250.73,AL9827197698810924,5190.38,2025-05-26 18:17:51.408973,2025-06-03 18:17:51.408973
333,Christopher Hill,knightrobert@example.net,026b20684622a6c269c3caaf1ae28f2884a8f07c85db72f09a130e26857a6ac4,CUSTOMER,DE,Frankfurt,39.6,293.76,AL9653384711216652,67.51,2025-10-03 23:31:40.409972,2026-01-05 23:31:40.409972
334,Ian Moore,holly30@example.com,82c4acf3f0e97bfbba3ac55fafd59be927728eeb0e0db38d4614ca31053e472b,CUSTOMER,AL,Durrës,67.8,28.84,AL2477934303241789,6141.0,2026-01-04 15:17:01.411053,2026-01-20 15:17:01.411053
335,Brenda Warren,denise57@example.org,2b62de33dd2fc63dccc42544f6064a5ba3dc137a7be272eb6d430159bc612f3c,CUSTOMER,DE,Cologne,59.1,325.8,AL9028507177842856,6671.99,2026-01-13 13:39:42.412055,2026-05-09 13:39:42.412055
336,Alexandra Ellison,mclaughlinphilip@example.org,39bc27aac755ee5e01b929a9e26bced93b162b24be7321d0c7ad23a051ebd960,CUSTOMER,AL,Shkodër,87.3,927.48,AL7877822547017833,367.98,2025-09-30 13:12:46.412055,2026-01-20 13:12:46.412055
337,Rhonda Anderson,wendylyons@example.org,123c24dd89caee4cbbeab0b386c11a068d057a96b417f9c807d792485e332974,CUSTOMER,US,Los Angeles,56.9,945.71,AL0225025366982665,687.9,2024-09-02 05:55:22.413054,2024-11-16 05:55:22.413054
338,Susan Powell,lanesydney@example.org,f5a2181bebb01e35378deed588a8c4cc855cf53a0577f7f993e614f1fbd95ff0,CUSTOMER,AL,Durrës,39.3,204.4,AL4548054268500463,1365.61,2024-09-28 20:01:14.414051,2024-11-28 20:01:14.414051
339,Kimberly Wu,youngleslie@example.org,413d0d8312f10658dd677e6d83975b525a31405494d6d379bb829102438b6373,CUSTOMER,AL,Durrës,43.7,25.32,AL6723307549196267,129.02,2026-01-16 22:22:42.414051,2026-07-02 22:22:42.414051
340,Alexander Young,susan13@example.org,69c2cb86cf3fd8d415c55886b314786f730de683614eaf09dfb62bfd93d97846,CUSTOMER,IT,Naples,67.3,241.4,AL0435994614669499,1062.08,2025-12-31 22:11:06.415056,2026-04-24 22:11:06.415056
341,Sheila Werner,kim94@example.org,eaba0e05518fd683f03f2cf0ba7030970b16d90e6e0e64c1d1a779ebc801eb4a,CUSTOMER,DE,Hamburg,92.2,1185.93,AL5014669837083797,1431.22,2025-03-02 09:46:49.416051,2025-04-05 09:46:49.416051
342,Jeffery Moore,spearsmatthew@example.org,6695f58c29dac7cd17b9fdd8789ba98890067ffc8dbbbb7a4594b908806531b3,ANALYST,AL,Vlorë,48.3,927.67,AL8716818187171592,3801.18,2025-02-08 20:14:38.416051,2025-03-14 20:14:38.416051
343,Shawn Parsons,jacob28@example.com,41fe9d1d32396670763dab16c3809fdefcbad18d955e979adb519611ca07bf1d,CUSTOMER,AL,Durrës,84.6,2691.75,AL4470778975438350,765.42,2024-11-21 05:41:01.417131,2025-02-16 05:41:01.417131
344,Kelly Smith,caroljones@example.org,252c8b3d50e7b80648f6d03486d375b1362abe3f35aacbc8a465378c0a43e7f6,CUSTOMER,AL,Shkodër,81.0,578.22,AL5281876842194839,180.09,2025-05-06 14:55:54.417131,2025-10-27 14:55:54.417131
345,Randall Hawkins,williamscharles@example.net,be56cc8762d5ed8047b7c71681bbc09a66807f54c7191da40e75ae632ac1bd5a,CUSTOMER,AL,Tirana,63.5,77.59,AL1576638018011015,69.44,2026-04-03 15:23:55.418132,2026-10-08 15:23:55.418132
346,James James,fullercolton@example.com,36071be1f23a5301671a792d15a45f212343856fa167a47873d8b9664306c6b9,CUSTOMER,US,New York,72.3,8.72,AL6161973400506315,3536.21,2026-02-15 01:57:49.419131,2026-06-05 01:57:49.419131
347,Bonnie Fernandez,nathaniellin@example.org,9a1ce3f6dc181a15de6247d21b8476ec7c0c430df91ad1ac8539b522b90ee9fe,CUSTOMER,TR,Ankara,45.0,1085.68,AL6053422954074361,7761.17,2026-03-23 21:24:58.420131,2026-06-23 21:24:58.420131
348,Jessica Riley,mooredeborah@example.org,44a7a43c4e9c8bb0dfad72f250fd20e1655dcf73fa2af0271a6dc2799bb515c7,CUSTOMER,AL,Elbasan,80.3,124.29,AL0950112363722238,4373.73,2026-04-22 19:45:30.420131,2026-06-10 19:45:30.420131
349,Steven Alvarado MD,christopherherrera@example.com,a9195950b3a9273b49dd9ed75cbc2c39ba062da2ef4d2e20c00f6b8702a5174f,CUSTOMER,AL,Shkodër,59.3,167.88,AL6637737987782713,826.57,2025-06-02 00:16:57.421131,2025-11-17 00:16:57.421131
350,Mrs. Erin Young MD,andrewsmith@example.net,c6f0d3998b3d24202a2fef7677c91e3e319a6c6cead3d7e7b67ee3c09be7cf37,CUSTOMER,AL,Elbasan,89.3,569.92,AL3152886667493066,2316.83,2025-07-01 08:28:33.422130,2026-01-13 08:28:33.422130
351,Michael Davis,kristinanelson@example.net,bedb0a28add0c4f40503b88509feae683018dda0c919c2edeb4b8bc554501074,CUSTOMER,AL,Durrës,75.8,113.01,AL0095386661070712,145.97,2024-06-11 14:48:39.422130,2024-11-14 14:48:39.422130
352,Edward Stanley,melissanewman@example.net,ea215a940554bdd54aebfe1ecc209bac5c87f6144c819222c7ce2e3bbff44fb6,CUSTOMER,US,Houston,69.6,227.76,AL1949905443541218,772.15,2025-02-19 10:49:08.423205,2025-07-04 10:49:08.423205
353,Ms. Lisa Green,deleonelizabeth@example.net,aecb5fd40b86a732c75b9c14eabfa99fcc8f538ce93429203490c4aed7582db1,CUSTOMER,AL,Tirana,55.8,130.99,AL3631544492250155,22.44,2025-10-11 20:47:10.424211,2026-03-30 20:47:10.424211
354,Crystal Hogan,patricia60@example.net,0377ccc364bf12c53251923309e34e2af20aee567320fce7c5aa6d6d6921b7a3,CUSTOMER,AL,Shkodër,78.1,2870.31,AL4860845960140171,5041.87,2025-05-18 05:39:01.424211,2025-06-20 05:39:01.424211
355,Thomas Walker,darrylhayes@example.org,58a85f9abb133fac2c1210ffe082f6103772e3241e82d9652500fd45accd006c,CUSTOMER,GR,Thessaloniki,84.8,89.0,AL2959968194720841,1364.86,2025-06-02 10:47:16.425205,2025-08-31 10:47:16.425205
356,Kylie Brown,wolfdana@example.org,0ce4e5d829613078cbbc4e150520cbed42cf47e910a62ea86cf762f0f9a3beea,CUSTOMER,AL,Tirana,67.9,1397.59,AL2658000376266174,799.32,2024-12-16 00:21:18.426205,2024-12-27 00:21:18.426205
357,Tina Davis,dburns@example.com,76db3903e3408b5113cff7a2dc5a93f4fcc19c313d6e54ce90fea688af9dbb8d,CUSTOMER,AL,Elbasan,71.0,300.08,AL3857998999611738,506.79,2025-11-26 13:19:28.426205,2026-04-27 13:19:28.426205
358,Rachel Mitchell,tracymays@example.net,20d03564026399549844e21b08761d76d8733cbdb8a338e1d838758c88190d1d,CUSTOMER,RS,Belgrade,85.9,1146.55,AL3078138098116050,12349.48,2025-10-09 21:53:55.427204,2026-01-23 21:53:55.427204
359,Jason Davis,kristy34@example.org,f03910bf7c7e284b1049343239d272ae9209b14a74a9425542419a3bd9354fb0,CUSTOMER,AL,Vlorë,13.6,546.64,AL8875240244092544,215.41,2025-02-21 01:26:21.428203,2025-08-13 01:26:21.428203
360,Mr. James Cole DDS,imckenzie@example.com,5fce166080a91853987333a987a6d8e6107461d338730fe6ec925a867d92e3e6,CUSTOMER,AL,Durrës,90.5,23.82,AL4428699475476976,890.37,2025-07-31 18:46:19.428203,2026-01-30 18:46:19.428203
361,Joseph Barnes,bowenandrew@example.org,7f52e2f8cf18661130b497d7bf25628650667a3b3554dfcde157ddbf1695105b,CUSTOMER,AL,Shkodër,42.2,475.8,AL4198936422351748,429.12,2026-01-17 18:23:13.429291,2026-03-20 18:23:13.429291
362,Douglas Santos,reeddavid@example.org,ec2f34bdf206bffe83a6baa33b1ef0618bdd18119396d9c8b66ad65cf9b3b202,CUSTOMER,FR,Marseille,79.7,314.32,AL7183647611852119,405.74,2024-06-10 18:47:12.430292,2024-12-22 18:47:12.430292
363,Colleen Hudson,zacharyhart@example.com,7da8ae0ae5a657885834683e1cfa8154832b56d0699031a0babfebe715871108,CUSTOMER,AL,Shkodër,56.4,247.73,AL0558813210051117,7208.91,2025-06-05 00:57:23.431290,2025-06-27 00:57:23.431290
364,Jessica Torres,brad59@example.org,e73eaf7bd7b2a0e8e1f3aafc66f1bb59d6ab310d35e96f013c2df171c0263284,CUSTOMER,IT,Florence,65.2,2157.02,AL1043218661365664,414.62,2025-11-27 23:40:14.431290,2026-05-02 23:40:14.431290
365,David Rivera,samuelwest@example.net,f6dfb2de0eb86f9d37506352a1e6252acfd483240ab61f1b0ffea7c526db6087,CUSTOMER,AL,Vlorë,78.3,61.78,AL5955631583882574,2553.19,2025-03-04 09:28:55.432289,2025-07-07 09:28:55.432289
366,Deanna Newman,gfrye@example.org,acd7e99fa40a1243a9a3a310ff48bde4170e8bd414d2ceceea449e9def77d034,CUSTOMER,US,New York,58.1,61.22,AL2029442269774078,4771.19,2024-09-13 12:42:13.432289,2024-12-24 12:42:13.432289
367,Kimberly King,marquezsherry@example.com,f35ed618f68da60f6509345a69e2e6ace649f2169dc54c4712a044b25236abf9,CUSTOMER,AL,Durrës,84.0,1611.07,AL6978740679655100,1710.5,2025-08-15 12:42:47.433288,2025-10-06 12:42:47.433288
368,Michelle Fisher,joelperez@example.org,f0b6a22d71332212b31a7291e23b639ebb464da39913984b5f61eebef165572c,ANALYST,AL,Shkodër,86.0,2535.41,AL8920640293266385,9499.59,2025-06-30 13:48:24.433288,2025-08-01 13:48:24.433288
369,Daniel Stevens,rjackson@example.org,10ac834305fa73f49a9997fd6de1932d42a625c5fe19e9ccd30c11809975402a,CUSTOMER,AL,Elbasan,79.6,181.62,AL1089206585770171,1111.42,2025-04-14 22:11:00.434288,2025-05-24 22:11:00.434288
370,Lance Rocha,brendafranklin@example.org,b54ba3e77733fd971c24232e74b88cf764c667aa5a9bb08bc617dbe9c9ef6071,CUSTOMER,AL,Durrës,71.1,2935.05,AL0921319132005202,14287.41,2026-01-08 11:04:58.434288,2026-03-03 11:04:58.434288
371,Dale Cohen,fjoseph@example.org,30fad72e4427d94bb57909c4e0be157195c142438db39f597626948f006b2ad0,CUSTOMER,FR,Marseille,59.5,79.0,AL2812197562089005,189.31,2026-03-29 22:57:55.435353,2026-10-04 22:57:55.435353
372,Debbie Elliott,amy49@example.net,71020c38904990b2298b606a268a7dddc2ebbb1b8a612a14935a6e09ec3188c7,CUSTOMER,TR,Bursa,48.2,1454.8,AL1586214431159549,260.84,2025-10-09 03:08:15.436352,2026-02-24 03:08:15.436352
373,John Evans,umunoz@example.org,5d5e34ebc3c7efad3d9ab37d02313e13b36db7b604de052eebb84b7479f8dddd,CUSTOMER,AL,Shkodër,78.6,46.62,AL2614974909389667,885.61,2025-10-17 17:26:17.436352,2025-12-24 17:26:17.436352
374,John Watkins,yterrell@example.net,9f480eba1c1182b5337827c29f8f1abbcfae8e1a9a999f2d16d18f9d913bbfd4,CUSTOMER,AL,Vlorë,76.1,234.35,AL4389973728240035,11022.54,2025-05-22 19:15:09.437353,2025-05-25 19:15:09.437353
375,Amber Cunningham,lynchedward@example.com,daa831e5609b2f948636ba7f51b08e013c020898796a32fd9a4566bb91abf090,CUSTOMER,AL,Tirana,70.4,313.18,AL4742451119713418,3643.24,2025-04-06 08:56:51.437353,2025-04-09 08:56:51.437353
376,Steven Alexander,william22@example.com,de6eb067d0a27cae7af68fa1db9543c4cde71a46b512fac57200a7a89b96cfc7,CUSTOMER,US,Chicago,71.5,364.32,AL5323666606865274,53654.57,2025-10-18 05:38:12.438352,2025-12-09 05:38:12.438352
377,Laura Galvan,lopezjohn@example.net,209d554e0552f60b7a874e6bb5ffcbc397967690f6a20fa1bda9350ba9d7466f,CUSTOMER,FR,Lyon,88.5,574.43,AL0000209913765966,473.21,2024-11-14 18:08:46.439352,2025-01-11 18:08:46.439352
378,Joyce Wilson,laurenkelly@example.com,b46f7af5479e91e9e23d70381b9db6e976322884766fb8dfcd6a16075cfb9e68,CUSTOMER,AL,Durrës,73.0,97.36,AL1889277789401880,3419.45,2025-04-23 11:18:28.440351,2025-07-05 11:18:28.440351
379,Guy Wright,craigvang@example.com,b84326751cec457c9267882c796eeab57eb768ef28d799551fb1997e9f3bbe6e,CUSTOMER,AL,Tirana,78.7,787.2,AL5618450852330988,5420.37,2025-01-23 23:24:12.441445,2025-04-24 23:24:12.441445
380,Joanna Smith,haley10@example.net,7a1b58ccbee07d643554d23fbadb4e8e79213cf2a6d5084be56cdcc2a19e02a4,CUSTOMER,AL,Vlorë,61.9,507.79,AL1475592264901348,771.68,2025-05-25 06:33:31.441445,2025-08-31 06:33:31.441445
381,Jose Gill,browntyrone@example.com,09493c3ffd47ab07cfb07e2488317560922292fcf02e4a5280e10d676eead248,CUSTOMER,AL,Shkodër,64.4,37.71,AL3867485634830334,1207.98,2026-02-26 08:59:36.442444,2026-05-01 08:59:36.442444
382,Matthew Turner,dharris@example.com,7745470e6c4584aab7ea4a989757cf40fe08495b0fcc7cf811f78104034f80a1,CUSTOMER,AL,Shkodër,93.9,142.05,AL8274069109527332,195.94,2025-06-30 08:15:43.442444,2025-10-27 08:15:43.442444
383,Edwin Adams,aortiz@example.net,492abe0c118f637711a65089b78f2da1f095bb91860029031c86a6763463dc30,CUSTOMER,AL,Vlorë,94.7,223.31,AL1042075944803728,1948.38,2024-10-29 19:14:10.443443,2025-04-26 19:14:10.443443
384,Jennifer Johnson,griffithtiffany@example.net,56d3c0ef482d0c8e87e4e361a8423887f9b524170cd5bea67fa7a479290a9857,CUSTOMER,AL,Durrës,71.5,1050.97,AL4482303058499055,2794.65,2025-11-03 18:23:40.444444,2026-01-19 18:23:40.444444
385,Tyler Brooks,dreynolds@example.net,7def218bfb1de82b2e4ee9370abf4b48b1d9af30fa866d951cbbcc86d6691897,CUSTOMER,AL,Tirana,60.7,12.18,AL0504677728337307,379.45,2025-09-29 20:21:33.444444,2025-10-27 20:21:33.444444
386,Sean Bell,agonzalez@example.com,fa040dfe0dff0a3fbd7db82d7520142d9b9369221e2f0f989bddb32f4e84681e,CUSTOMER,DE,Munich,62.7,181.12,AL4830827750964877,468.48,2025-02-04 20:29:48.445443,2025-03-09 20:29:48.445443
387,Brandy Green,ryanpark@example.com,8901bfe89c9b5b380f880ba4a0b1bbdbe465c783b93912fa69481942abb4e2fd,ANALYST,AL,Tirana,72.4,120.09,AL3699344075357068,72.55,2026-01-26 15:09:22.446442,2026-02-13 15:09:22.446442
388,Nicole Wright,elizabeth99@example.com,d18ac32d9fdd26493e9379e7041b1f83b4a39fe8d4482e724359b65f9bc709f1,CUSTOMER,AL,Durrës,76.8,9.51,AL6398877590713267,42283.38,2024-11-17 19:57:04.447507,2024-12-02 19:57:04.447507
389,Maria Avery,vrodriguez@example.org,9d5932b9f66cb7d72822cb60f8ce309fe92b23d0311ca8be6fa1dfd3a316e2d5,CUSTOMER,AL,Durrës,63.5,472.34,AL1352213289300345,214.68,2026-04-05 15:56:48.447507,2026-05-31 15:56:48.447507
390,Tammy Wilson,omccoy@example.org,2247a8aa029fa7e5773e83f64c18902244ed4766953b5c8cccd4ed1eed7e31bc,CUSTOMER,AL,Tirana,58.2,165.64,AL2459083769190864,339.3,2025-04-25 18:57:48.448505,2025-07-13 18:57:48.448505
391,Rebecca Carson,nmorris@example.net,0770ad0dfd97d00c73fd711ac5a3615bbf5ee4f51fcd1c350e0a438c8da35d84,CUSTOMER,GR,Thessaloniki,94.6,61.83,AL9072211189508659,4346.9,2025-10-11 02:01:15.449505,2026-03-15 02:01:15.449505
392,Larry Conley,yramos@example.net,3f5dc0f9e70bed7ba1926380e5c9b2ca19a1014785c70e9f4fcddc9f7e39971f,ANALYST,FR,Nice,53.9,47.28,AL3472656470788930,692.08,2025-04-19 03:30:53.449505,2025-08-27 03:30:53.449505
393,Lisa Freeman,anthony26@example.org,99885f508680620582566a64ac8a5b76d7f592aa636776c43e5d77b710cac341,CUSTOMER,DE,Berlin,72.5,240.19,AL5913097247952666,8721.02,2025-11-17 23:45:30.450506,2025-11-20 23:45:30.450506
394,Katie Martinez,webbgregory@example.com,8daed13a06d70e78fe01f1c9522156781662d41bedbb589c817244d127dabb85,CUSTOMER,DE,Cologne,91.3,2313.88,AL3778797978895793,1045.89,2024-07-28 05:34:20.451503,2024-08-20 05:34:20.451503
395,William Hall,rmiller@example.org,f61c166eed24c3489db736b5de82049c9569d3812c5e1cc771b6e1701f14924a,CUSTOMER,FR,Lyon,93.6,1545.48,AL7543609525815585,1952.07,2025-10-01 05:24:53.451503,2026-03-28 05:24:53.451503
396,Amanda Walker,michelemartin@example.com,7fcb9f6782008f2a46711b98f7148581bfde716162c3cc411bf92cb6e09fb445,CUSTOMER,AL,Tirana,73.9,138.01,AL7690952379396158,1171.78,2025-08-13 00:23:16.452502,2025-08-23 00:23:16.452502
397,Bill Scott,hernandezjames@example.org,d8757f86c4e8652d2d7512ec3a5ad89eea181e9c929609cf6e1bba15e14e896f,CUSTOMER,AL,Elbasan,76.7,229.06,AL5388573709551508,4361.72,2026-01-06 01:44:22.452502,2026-06-22 01:44:22.452502
398,Jim Dominguez,gmitchell@example.net,b1af92fcbb191e4447eda478746bf7df9639d028b8c076954012090877cc3c3e,CUSTOMER,AL,Shkodër,56.7,248.95,AL2895350500559598,6942.29,2024-10-02 00:22:30.453581,2024-12-08 00:22:30.453581
399,Mark Peterson,john91@example.com,02507a3fd768727e2045d1afafc467c4f2cb3217482e01bda429a20c01ddc893,CUSTOMER,AL,Tirana,95.3,170.29,AL2241515611872829,2256.93,2024-10-02 16:15:54.453581,2024-10-05 16:15:54.453581
400,Michael Howard,laura99@example.net,4bdc96194c781270ef53eb217f96ebbb67dd8e0476bd6f64aae84caefe8d6bb3,CUSTOMER,AL,Vlorë,58.8,534.5,AL2993253940103388,3614.99,2025-12-05 22:30:11.454580,2026-01-02 22:30:11.454580
401,Charles Miller,jennifersalinas@example.net,a627397485da37c928e6f24814e3a2a4dedc9bc50e15a9ccce386c982b43bd0a,CUSTOMER,AL,Elbasan,88.4,186.85,AL5934070672633527,232.7,2026-01-25 05:11:56.455578,2026-07-06 05:11:56.455578
402,Jessica Davis,joshua64@example.net,a519dbd5b004ae6de55e4f85e650d1ac902b5d0e0e865ae4d444ea21afa17061,CUSTOMER,RS,Niš,80.2,1247.39,AL6771722119334755,768.66,2025-11-14 16:42:17.455578,2026-04-30 16:42:17.455578
403,Yvette Butler,websterchristopher@example.net,3228053700e1ddc4bd39dd71618d0b30d57fa88387c558f292eb59ce811a881a,CUSTOMER,IT,Milan,84.9,164.14,AL8580723096951341,1457.9,2024-09-14 08:00:07.456578,2025-01-04 08:00:07.456578
404,Samantha Ayers,fpeterson@example.org,cb3ea81ce85b0bbedbfb7c1ff68770de428e007bd06dec016d9f337df3854937,CUSTOMER,IT,Milan,69.8,102.41,AL6736029582299838,17611.03,2025-03-10 00:58:10.456578,2025-06-09 00:58:10.456578
405,Kevin Garrett,rhoward@example.com,1a55dcc9966a37eca07f0ca3fb95bca04e33dfd1e21fee884454eb9fc87500d8,CUSTOMER,AL,Shkodër,77.0,571.15,AL4227816437274078,39977.21,2025-06-03 08:50:58.457576,2025-07-02 08:50:58.457576
406,Jeffery Simmons,rward@example.com,4728ef3c84e14c7753c9d07e70466ddf53d741bf1eed3ebe2e90f907d7fc5002,CUSTOMER,GB,Manchester,50.7,1353.02,AL8894111953415470,405.67,2025-08-28 14:36:49.457576,2026-03-02 14:36:49.457576
407,Catherine Olson,anthony31@example.com,a94af52465c8e8d835a6e5df41d05b0c7b662070d05e4e22de401d8e22f8a687,CUSTOMER,FR,Nice,76.0,129.88,AL8310318999534284,3167.07,2025-12-29 13:04:45.458577,2026-03-13 13:04:45.458577
408,Andrew Harris,vsaunders@example.net,e8638190609bd5ca9f0b52295531c26f062be40135421111d4a66c85e1e8c0f1,CUSTOMER,AL,Vlorë,81.1,163.91,AL2650437396148277,3466.87,2025-08-16 08:03:28.459642,2026-01-01 08:03:28.459642
409,Mackenzie Rose,woodardangela@example.net,58e31e83235c8c095eac1a404ff5b58a612cd0e33dae516cc609a29959911904,CUSTOMER,AL,Tirana,85.6,1465.39,AL5597969658809687,1327.25,2024-08-03 07:14:28.460642,2024-09-09 07:14:28.460642
410,April Hebert,victoria23@example.org,5c2bb7fb49718e4b9f6c28fd9532ca3f0a343b14077dee6d0644c5516fb04eb0,CUSTOMER,AL,Durrës,60.2,2757.06,AL3817993027163765,10335.25,2025-12-07 03:50:55.461642,2026-05-12 03:50:55.461642
411,Harold Rosario,michael52@example.net,3bb1c04068b40cc8aa636c047cd1f876c07c15bdead0851495c41afea68bdc59,CUSTOMER,IT,Florence,71.0,874.2,AL7918018796655528,35.94,2025-01-09 06:57:03.461642,2025-05-22 06:57:03.461642
412,Richard Craig,jasonproctor@example.org,37c49abaf57a58fcc7059bceab668e87cd2297996d1c00534b4f105799f49015,CUSTOMER,AL,Elbasan,61.5,81.88,AL5207510933639632,482.91,2025-04-11 17:18:08.463640,2025-09-30 17:18:08.463640
413,Chelsea Ashley,fernandezabigail@example.net,4bfd481faf32cb165041d3fec6e8d04f11126f07acf176ed369a3a0a31c150c3,CUSTOMER,AL,Shkodër,62.0,1083.17,AL1700717119193791,251.4,2025-04-13 22:50:37.464639,2025-10-03 22:50:37.464639
414,Kyle Parks,christopher97@example.net,a88be3c62de2cbe7404f5ddfedbf023817a79ff23182ea4997c43591778e7617,CUSTOMER,AL,Tirana,52.4,305.91,AL0693624761894358,345.07,2025-12-13 01:17:17.465709,2026-03-13 01:17:17.465709
415,Jessica Wilson,rodney72@example.com,ffbbc84b1b383ee8af3846514d373c97d1a1545e2ece68c67e54e90d8e8c92f9,CUSTOMER,GB,Leeds,80.9,250.28,AL5188090463207043,566.97,2024-12-03 07:20:04.466710,2025-05-15 07:20:04.466710
416,Tara Reese,sandrasanchez@example.org,8883e746d855a40e4c962115436768cf352aed7e09d91fdf2d75a17a9d118711,CUSTOMER,AL,Vlorë,68.7,786.5,AL3265399169401691,1819.86,2024-11-27 14:51:33.467720,2025-03-16 14:51:33.467720
417,Larry Young,jamesward@example.org,ed14420d2a4e54a5dfea6b420f76c8771a33efcb507b2bfc1b8d82f6029ebe6f,CUSTOMER,TR,Ankara,93.3,619.2,AL0061596514838721,824.41,2025-03-25 02:42:54.468719,2025-05-30 02:42:54.468719
